release_level,modality,file_pattern,column_name,description,unit,time_base_or_notes,missing_value_convention
raw,hand tracking,tracking_log_*.csv,timestamp_fused_s,Fused host-time timestamp for a matched stereo tracking record.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,conf_cam1,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,conf_cam2,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,frame_score,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,mean_reproj_cam1,Per-frame reprojection error for the indicated camera.,pixels,Use with QC reports. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,mean_reproj_cam2,Per-frame reprojection error for the indicated camera.,pixels,Use with QC reports. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm0_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm0_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm0_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm0_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm0_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm1_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm1_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm1_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm1_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm1_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm2_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm2_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm2_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm2_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm2_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm3_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm3_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm3_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm3_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm3_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm4_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm4_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm4_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm4_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm4_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm5_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm5_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm5_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm5_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm5_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm6_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm6_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm6_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm6_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm6_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm7_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm7_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm7_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm7_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm7_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm8_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm8_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm8_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm8_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm8_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm9_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm9_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm9_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm9_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm9_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm10_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm10_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm10_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm10_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm10_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm10_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm10_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm10_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
